Location,Name,Description,Area,Beds,Baths,Price
New Heliopolis,"Penthouse, Hazel - Sodic East",A 3 bedrooms Penthouse in Hazel - Sodic East  by SODIC. The Penthouse size is 223 m2 with 4 bathrooms and a roof of 104 m2.,223,4,4,"27,665,000 
              EGP"
Sidi Heneish,"Apartment, Silvertown Silversands",A 3 bedrooms Apartment in Silvertown Silversands by Ora Developers. The Apartment size is 119 m2 with 2 bathrooms with a garden of 120 m2.,119,2,2,"29,488,000 
              EGP"
Ras El Hekma,"Penthouse, Aquamarine-June",A 4 bedrooms Penthouse in Aquamarine-June by SODIC. The Penthouse size is 222 m2 with 3 bathrooms and a roof of 127 m2.,222,3,3,"29,977,000 
              EGP"
New Cairo,"Apartment, Club Side Towers - Zed East",A 2 bedrooms Apartment in Club Side Towers - Zed East  by Ora Developers. The Apartment size is 147 m2 with 3 bathrooms and a terrace of 12 m2.,147,3,3,"31,309,950 
              EGP"
6th settlement,"Apartment, Club residence",A 3 bedrooms Apartment in Club residence by Ora Developers. The Apartment size is 179 m2 with 3 bathrooms with a garden of 105 m2.,179,3,3,"33,677,700 
              EGP"
Sidi Heneish,"Duplex, Crystalline - Silversands",A 3 bedrooms Duplex in Crystalline - Silversands  by Ora Developers. The Duplex size is 186 m2 with 3 bathrooms with a garden of 77 m2.,186,3,3,"34,590,000 
              EGP"
October Gardens,"Villa, District 2 - Tali",A 5 bedrooms Villa in District 2 - Tali by Palm Hills Developments. The Villa size is 410 m2 with 8 bathrooms and a roof of 95 m2.,410,8,8,"40,908,500 
              EGP"
Ras El Hekma,"Chalet, Pearl-June",A 4 bedrooms Chalet in Pearl-June by SODIC. The Chalet size is 190 m2 with 4 bathrooms with a garden of 162 m2.,190,4,4,"42,527,000 
              EGP"
South New Cairo,"Office, Campus District 5",A  Office in Campus District 5 by Marakez. The Office size is 208 m2.,208,,,"48,702,000 
              EGP"
Ras El Hekma,"Chalet, Hilltop Chalets - Solare",A 2 bedrooms Chalet in Hilltop Chalets - Solare by Misr Italia Properties. The Chalet size is 100 m2 with 2 bathrooms.,100,2,2,"14,100,000 
              EGP"
October Gardens,"Twinhouse, Green Valley",A 4 bedrooms Twinhouse in Green Valley by Orascom Development Egypt. The Twinhouse size is 260 m2 with 5 bathrooms with a garden of 343 m2.,260,5,5,"41,099,000 
              EGP"
El Sheikh Zayed,"Studio, Park Side Residences",A  Studio in Park Side Residences by Ora Developers. The Studio size is 62 m2 with 1 bathroom with a garden of 28 m2.,62,1,1,"10,059,000 
              EGP"
Ain Sokhna,"Studio, Marina Residence Il Monte Galala",A  Studio in Marina Residence Il Monte Galala by Tatweer Misr. The Studio size is 55 m2 with 1 bathroom with a garden of 83 m2.,55,1,1,"10,980,000 
              EGP"
Northern Expansion,"Apartment, Club Park - ICity October",A 3 bedrooms Apartment in Club Park - ICity October by Mountain View. The Apartment size is 130 m2 with 2 bathrooms with a garden of 64 m2.,130,2,2,"11,649,396 
              EGP"
October Gardens,"Apartment, District 2 - Moon Heights",A 2 bedrooms Apartment in District 2 - Moon Heights by Palm Hills Developments. The Apartment size is 135 m2 with 3 bathrooms and a roof of 21 m2.,135,3,3,"12,855,366 
              EGP"
October Gardens,"Apartment, District 6 - Laria",A 3 bedrooms Apartment in District 6 - Laria by Palm Hills Developments. The Apartment size is 152 m2 with 3 bathrooms.,152,3,3,"13,273,230 
              EGP"
New Heliopolis,"Apartment, Oak Residence",A 3 bedrooms Apartment in Oak Residence by SODIC. The Apartment size is 167 m2 with 3 bathrooms.,167,3,3,"14,443,000 
              EGP"
New Cairo,"Apartment, Sapphire Golf Residences",A 2 bedrooms Apartment in Sapphire Golf Residences by Qatari Diar. The Apartment size is 134 m2 with 3 bathrooms with a garden of 85 m2.,134,3,3,"15,900,000 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 2 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 131 m2 with 3 bathrooms.,131,3,3,"16,790,000 
              EGP"
New Cairo,"Apartment, Sapphire Residence",A 3 bedrooms Apartment in Sapphire Residence by Qatari Diar. The Apartment size is 201 m2 with 3 bathrooms.,201,3,3,"16,870,000 
              EGP"
New Cairo,"Apartment, Club Park- ICity New Cairo",A 3 bedrooms Apartment in Club Park- ICity New Cairo by Mountain View. The Apartment size is 165 m2 with 3 bathrooms with a garden of 111 m2.,165,3,3,"18,318,049 
              EGP"
October Gardens,"Duplex, Core",A 3 bedrooms Duplex in Core by Orascom Development Egypt. The Duplex size is 212 m2 with 3 bathrooms.,212,3,3,"18,554,000 
              EGP"
6th of October City,"Duplex, Lagoon Beach Park Mountain View I-City October",A 2 bedrooms Duplex in Lagoon Beach Park Mountain View I-City October by Mountain View. The Duplex size is 175 m2 with 3 bathrooms with a garden of 32 m2.,175,3,3,"18,857,055 
              EGP"
October Gardens,"Apartment, Midyard",A 3 bedrooms Apartment in Midyard by Orascom Development Egypt. The Apartment size is 185 m2 with 3 bathrooms.,185,3,3,"20,541,000 
              EGP"
El Sheikh Zayed,"Loft, The Village Views",A 2 bedrooms Loft in The Village Views by Ora Developers. The Loft size is 168 m2 with 3 bathrooms and a terrace of 6 m2.,168,3,3,"23,054,000 
              EGP"
Ras El Hekma,"Loft, Pearl-June",A 2 bedrooms Loft in Pearl-June by SODIC. The Loft size is 101 m2 with 2 bathrooms with a garden of 26 m2.,101,2,2,"24,134,000 
              EGP"
South New Cairo,"Office, Mindhaus New Katameya",A  Office in Mindhaus New Katameya by Marakez. The Office size is 113 m2.,113,,,"24,917,000 
              EGP"
South New Cairo,"Apartment, D Parks New Cairo",A 3 bedrooms Apartment in D Parks New Cairo by Marakez. The Apartment size is 215 m2 with 3 bathrooms.,215,3,3,"26,438,000 
              EGP"
South New Cairo,"Apartment, Plateau  District 5",A 3 bedrooms Apartment in Plateau  District 5 by Marakez. The Apartment size is 224 m2 with 3 bathrooms.,224,3,3,"26,650,000 
              EGP"
Sidi Heneish,"Penthouse, Crystalline - Silversands",A 2 bedrooms Penthouse in Crystalline - Silversands  by Ora Developers. The Penthouse size is 153 m2 with 2 bathrooms and a terrace of 5 m2.,153,2,2,"27,129,000 
              EGP"
Sidi Heneish,"Apartment, Silvertown Silversands",A 3 bedrooms Apartment in Silvertown Silversands by Ora Developers. The Apartment size is 195 m2 with 2 bathrooms and a terrace of 58 m2.,195,2,2,"29,559,000 
              EGP"
Ras El Hekma,"Chalet, Aquamarine-June",A 3 bedrooms Chalet in Aquamarine-June by SODIC. The Chalet size is 176 m2 with 3 bathrooms with a garden of 156 m2.,176,3,3,"29,681,000 
              EGP"
October Gardens,"Villa, Parkside - Owest",A 3 bedrooms Villa in Parkside - Owest  by Orascom Development Egypt. The Villa size is 213 m2 with 3 bathrooms with a garden of 280 m2.,213,3,3,"29,980,000 
              EGP"
New Cairo,"Apartment, Club Side Towers - Zed East",A 2 bedrooms Apartment in Club Side Towers - Zed East  by Ora Developers. The Apartment size is 153 m2 with 2 bathrooms and a terrace of 18 m2.,153,2,2,"31,650,150 
              EGP"
6th settlement,"Duplex, Club residence",A 3 bedrooms Duplex in Club residence by Ora Developers. The Duplex size is 264 m2 with 4 bathrooms with a garden of 48 m2.,264,4,4,"43,476,300 
              EGP"
October Gardens,"Villa, District 2 - Tali",A 7 bedrooms Villa in District 2 - Tali by Palm Hills Developments. The Villa size is 466 m2 with 7 bathrooms.,466,7,7,"48,549,000 
              EGP"
South New Cairo,"Office, Campus District 5",A  Office in Campus District 5 by Marakez. The Office size is 185 m2.,185,,,"50,212,000 
              EGP"
Ras El Hekma,"Chalet, Hilltop Chalets - Solare",A 3 bedrooms Chalet in Hilltop Chalets - Solare by Misr Italia Properties. The Chalet size is 129 m2 with 3 bathrooms.,129,3,3,"14,900,000 
              EGP"
October Gardens,"Duplex, Core",A 3 bedrooms Duplex in Core by Orascom Development Egypt. The Duplex size is 222 m2 with 3 bathrooms.,222,3,3,"18,561,000 
              EGP"
October Gardens,"Townhouse, Green Valley",A 3 bedrooms Townhouse in Green Valley by Orascom Development Egypt. The Townhouse size is 169 m2 with 4 bathrooms with a garden of 84 m2.,169,4,4,"21,128,000 
              EGP"
Ras El Hekma,"Chalet, Aquamarine-June",A 4 bedrooms Chalet in Aquamarine-June by SODIC. The Chalet size is 203 m2 with 4 bathrooms with a garden of 180 m2.,203,4,4,"33,222,000 
              EGP"
Northern Expansion,"Apartment, Club Park - ICity October",A 3 bedrooms Apartment in Club Park - ICity October by Mountain View. The Apartment size is 150 m2 with 3 bathrooms with a garden of 118 m2.,150,3,3,"11,911,338 
              EGP"
October Gardens,"Apartment, District 2 - Moon Heights",A 3 bedrooms Apartment in District 2 - Moon Heights by Palm Hills Developments. The Apartment size is 152 m2 with 3 bathrooms.,152,3,3,"13,502,230 
              EGP"
October Gardens,"Apartment, District 6 - Laria",A 3 bedrooms Apartment in District 6 - Laria by Palm Hills Developments. The Apartment size is 151 m2 with 3 bathrooms and a roof of 22 m2.,151,3,3,"13,840,710 
              EGP"
New Heliopolis,"Apartment, Oak Residence",A 3 bedrooms Apartment in Oak Residence by SODIC. The Apartment size is 157 m2 with 3 bathrooms.,157,3,3,"14,718,000 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 2 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 114 m2 with 3 bathrooms with a garden of 90 m2.,114,3,3,"16,920,000 
              EGP"
October Gardens,"Townhouse, District 2 - Tali",A 3 bedrooms Townhouse in District 2 - Tali by Palm Hills Developments. The Townhouse size is 213 m2 with 4 bathrooms and a roof of 68 m2.,213,4,4,"18,555,000 
              EGP"
6th of October City,"Duplex, Lagoon Beach Park Mountain View I-City October",A 3 bedrooms Duplex in Lagoon Beach Park Mountain View I-City October by Mountain View. The Duplex size is 210 m2 with 3 bathrooms with a garden of 146 m2.,210,3,3,"19,560,840 
              EGP"
New Cairo,"Apartment, Sapphire Residence",A 3 bedrooms Apartment in Sapphire Residence by Qatari Diar. The Apartment size is 225 m2 with 3 bathrooms.,225,3,3,"19,850,000 
              EGP"
October Gardens,"Apartment, Midyard",A 4 bedrooms Apartment in Midyard by Orascom Development Egypt. The Apartment size is 197 m2 with 4 bathrooms.,197,4,4,"22,454,000 
              EGP"
New Cairo,"Apartment, Sapphire Golf Residences",A 3 bedrooms Apartment in Sapphire Golf Residences by Qatari Diar. The Apartment size is 206 m2 with 3 bathrooms.,206,3,3,"24,800,000 
              EGP"
South New Cairo,"Office, Mindhaus New Katameya",A  Office in Mindhaus New Katameya by Marakez. The Office size is 116 m2.,116,,,"26,194,000 
              EGP"
El Sheikh Zayed,"Loft, The Village Views",A 2 bedrooms Loft in The Village Views by Ora Developers. The Loft size is 228 m2 with 3 bathrooms and a terrace of 44 m2.,228,3,3,"26,256,000 
              EGP"
Sidi Heneish,"Penthouse, Crystalline - Silversands",A 2 bedrooms Penthouse in Crystalline - Silversands  by Ora Developers. The Penthouse size is 159 m2 with 3 bathrooms and a roof of 40 m2.,159,3,3,"27,791,000 
              EGP"
October Gardens,"Villa, Parkside - Owest",A 2 bedrooms Villa in Parkside - Owest  by Orascom Development Egypt. The Villa size is 212 m2 with 3 bathrooms with a garden of 264 m2.,212,3,3,"30,388,000 
              EGP"
South New Cairo,"Apartment, D Parks New Cairo",A 3 bedrooms Apartment in D Parks New Cairo by Marakez. The Apartment size is 182 m2 with 3 bathrooms with a garden of 210 m2.,182,3,3,"30,408,000 
              EGP"
Ras El Hekma,"Loft, Pearl-June",A 3 bedrooms Loft in Pearl-June by SODIC. The Loft size is 150 m2 with 3 bathrooms with a garden of 53 m2.,150,3,3,"33,312,000 
              EGP"
Sidi Heneish,"Apartment, Silvertown Silversands",A 3 bedrooms Apartment in Silvertown Silversands by Ora Developers. The Apartment size is 137 m2 with 2 bathrooms with a garden of 138 m2.,137,2,2,"33,461,000 
              EGP"
New Cairo,"Apartment, Club Side Towers - Zed East",A 2 bedrooms Apartment in Club Side Towers - Zed East  by Ora Developers. The Apartment size is 164 m2 with 3 bathrooms and a terrace of 14 m2.,164,3,3,"34,826,400 
              EGP"
6th settlement,"Loft, Club residence",A 2 bedrooms Loft in Club residence by Ora Developers. The Loft size is 238 m2 with 3 bathrooms and a terrace of 17 m2.,238,3,3,"38,818,500 
              EGP"
South New Cairo,"Duplex, Plateau  District 5",A 3 bedrooms Duplex in Plateau  District 5 by Marakez. The Duplex size is 343 m2 with 3 bathrooms and a roof of 56 m2.,343,3,3,"42,300,000 
              EGP"
South New Cairo,"Office, Campus District 5",A  Office in Campus District 5 by Marakez. The Office size is 236 m2.,236,,,"60,188,000 
              EGP"
New Cairo,"Villa, Club Park- ICity New Cairo",A 3 bedrooms Villa in Club Park- ICity New Cairo by Mountain View. The Villa size is 410 m2 with 4 bathrooms with a garden of 265 m2.,410,4,4,"65,150,401 
              EGP"
Ras El Hekma,"Chalet, Hilltop Chalets - Solare",A 3 bedrooms Chalet in Hilltop Chalets - Solare by Misr Italia Properties. The Chalet size is 129 m2 with 3 bathrooms with a garden of 45 m2.,129,3,3,"17,600,000 
              EGP"
October Gardens,"Duplex, Midyard",A 3 bedrooms Duplex in Midyard by Orascom Development Egypt. The Duplex size is 223 m2 with 4 bathrooms and a roof of 1 m2.,223,4,4,"25,717,000 
              EGP"
Northern Expansion,"Apartment, Club Park - ICity October",A 3 bedrooms Apartment in Club Park - ICity October by Mountain View. The Apartment size is 140 m2 with 3 bathrooms with a garden of 97 m2.,145,3,3,"12,061,786 
              EGP"
October Gardens,"Apartment, District 2 - Moon Heights",A 3 bedrooms Apartment in District 2 - Moon Heights by Palm Hills Developments. The Apartment size is 142 m2 with 3 bathrooms with a garden of 70 m2.,142,3,3,"14,030,500 
              EGP"
October Gardens,"Apartment, District 6 - Laria",A 3 bedrooms Apartment in District 6 - Laria by Palm Hills Developments. The Apartment size is 147 m2 with 3 bathrooms with a garden of 70 m2.,147,3,3,"14,205,672 
              EGP"
New Heliopolis,"Apartment, Oak Residence",A 3 bedrooms Apartment in Oak Residence by SODIC. The Apartment size is 153 m2 with 3 bathrooms.,153,3,3,"14,872,000 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 2 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 137 m2 with 3 bathrooms.,137,3,3,"17,580,000 
              EGP"
October Gardens,"Townhouse, District 2 - Tali",A 3 bedrooms Townhouse in District 2 - Tali by Palm Hills Developments. The Townhouse size is 194 m2 with 3 bathrooms and a roof of 69 m2.,194,3,3,"20,026,000 
              EGP"
6th of October City,"Duplex, Lagoon Beach Park Mountain View I-City October",A 3 bedrooms Duplex in Lagoon Beach Park Mountain View I-City October by Mountain View. The Duplex size is 200 m2 with 3 bathrooms with a garden of 107 m2.,200,3,3,"20,263,261 
              EGP"
New Cairo,"Apartment, Sapphire Residence",A 3 bedrooms Apartment in Sapphire Residence by Qatari Diar. The Apartment size is 169 m2 with 3 bathrooms.,169,3,3,"20,600,000 
              EGP"
October Gardens,"Townhouse, Green Valley",A 3 bedrooms Townhouse in Green Valley by Orascom Development Egypt. The Townhouse size is 175 m2 with 4 bathrooms with a garden of 78 m2.,175,4,4,"22,385,000 
              EGP"
South New Cairo,"Office, Mindhaus New Katameya",A  Office in Mindhaus New Katameya by Marakez. The Office size is 127 m2.,127,,,"27,713,000 
              EGP"
El Sheikh Zayed,"Loft, The Village Views",A 3 bedrooms Loft in The Village Views by Ora Developers. The Loft size is 205 m2 with 4 bathrooms and a terrace of 17 m2.,205,4,4,"28,098,000 
              EGP"
Ras El Hekma,"Chalet, Aquamarine-June",A 5 bedrooms Chalet in Aquamarine-June by SODIC. The Chalet size is 229 m2 with 4 bathrooms with a garden of 159 m2.,229,4,4,"33,474,000 
              EGP"
October Gardens,"Villa, Parkside - Owest",A 3 bedrooms Villa in Parkside - Owest  by Orascom Development Egypt. The Villa size is 212 m2 with 3 bathrooms with a garden of 273 m2.,213,3,3,"35,859,000 
              EGP"
New Cairo,"Apartment, Club Side Towers - Zed East",A 3 bedrooms Apartment in Club Side Towers - Zed East  by Ora Developers. The Apartment size is 185 m2 with 3 bathrooms and a terrace of 16 m2.,185,3,3,"38,290,350 
              EGP"
6th settlement,"Loft, Club residence",A 2 bedrooms Loft in Club residence by Ora Developers. The Loft size is 269 m2 with 3 bathrooms and a terrace of 51 m2.,269,3,3,"39,766,650 
              EGP"
Ras El Hekma,"Loft, Pearl-June",A 4 bedrooms Loft in Pearl-June by SODIC. The Loft size is 175 m2 with 4 bathrooms with a garden of 60 m2.,175,4,4,"40,424,000 
              EGP"
Sidi Heneish,"Penthouse, Crystalline - Silversands",A 3 bedrooms Penthouse in Crystalline - Silversands  by Ora Developers. The Penthouse size is 237 m2 with 3 bathrooms and a terrace of 27 m2.,237,3,3,"44,319,000 
              EGP"
Sidi Heneish,"Apartment, Silvertown Silversands",A 4 bedrooms Apartment in Silvertown Silversands by Ora Developers. The Apartment size is 211 m2 with 3 bathrooms.,211,3,3,"47,696,000 
              EGP"
New Cairo,"Villa, Club Park- ICity New Cairo",A 3 bedrooms Villa in Club Park- ICity New Cairo by Mountain View. The Villa size is 520 m2 with 3 bathrooms with a garden of 484 m2.,520,3,3,"88,598,925 
              EGP"
Ras El Hekma,"Chalet, Hilltop Chalets - Solare",A 3 bedrooms Chalet in Hilltop Chalets - Solare by Misr Italia Properties. The Chalet size is 137 m2 with 3 bathrooms.,137,3,3,"19,600,000 
              EGP"
October Gardens,"Loft, Midyard",A 2 bedrooms Loft in Midyard by Orascom Development Egypt. The Loft size is 158 m2 with 3 bathrooms with a garden of 71 m2.,158,3,3,"18,807,000 
              EGP"
October Gardens,"Townhouse, Green Valley",A 3 bedrooms Townhouse in Green Valley by Orascom Development Egypt. The Townhouse size is 177 m2 with 3 bathrooms with a garden of 271 m2.,177,3,3,"26,499,000 
              EGP"
New Heliopolis,"Apartment, Oak Residence",A 3 bedrooms Apartment in Oak Residence by SODIC. The Apartment size is 174 m2 with 3 bathrooms.,174,3,3,"15,084,000 
              EGP"
Northern Expansion,"Apartment, Club Park - ICity October",A 3 bedrooms Apartment in Club Park - ICity October by Mountain View. The Apartment size is 150 m2 with 3 bathrooms with a garden of 77 m2.,150,3,3,"12,428,791 
              EGP"
October Gardens,"Apartment, District 2 - Moon Heights",A 3 bedrooms Apartment in District 2 - Moon Heights by Palm Hills Developments. The Apartment size is 151 m2 with 3 bathrooms and a roof of 22 m2.,151,3,3,"14,097,710 
              EGP"
October Gardens,"Apartment, District 6 - Laria",A 3 bedrooms Apartment in District 6 - Laria by Palm Hills Developments. The Apartment size is 154 m2 with 3 bathrooms with a garden of 56 m2.,154,3,3,"14,535,202 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 2 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 131 m2 with 3 bathrooms.,135,3,3,"17,863,000 
              EGP"
October Gardens,"Townhouse, District 2 - Tali",A 3 bedrooms Townhouse in District 2 - Tali by Palm Hills Developments. The Townhouse size is 217 m2 with 3 bathrooms and a roof of 69 m2.,217,3,3,"20,645,000 
              EGP"
6th of October City,"Duplex, Lagoon Beach Park Mountain View I-City October",A 3 bedrooms Duplex in Lagoon Beach Park Mountain View I-City October by Mountain View. The Duplex size is 240 m2 with 3 bathrooms with a garden of 69 m2.,240,3,3,"21,656,496 
              EGP"
New Cairo,"Apartment, Sapphire Residence",A 3 bedrooms Apartment in Sapphire Residence by Qatari Diar. The Apartment size is 169 m2 with 3 bathrooms.,169,3,3,"22,000,000 
              EGP"
Ras El Hekma,"Loft, Aquamarine-June",A 2 bedrooms Loft in Aquamarine-June by SODIC. The Loft size is 101 m2 with 2 bathrooms with a garden of 19 m2.,101,2,2,"24,229,000 
              EGP"
South New Cairo,"Office, Mindhaus New Katameya",A  Office in Mindhaus New Katameya by Marakez. The Office size is 128 m2.,128,,,"28,906,000 
              EGP"
El Sheikh Zayed,"Loft, The Village Views",A 3 bedrooms Loft in The Village Views by Ora Developers. The Loft size is 195 m2 with 4 bathrooms with a garden of 34 m2.,195,4,4,"28,951,000 
              EGP"
October Gardens,"Villa, Parkside - Owest",A 3 bedrooms Villa in Parkside - Owest  by Orascom Development Egypt. The Villa size is 212 m2 with 3 bathrooms with a garden of 293 m2.,212,3,3,"38,557,000 
              EGP"
New Cairo,"Apartment, Club Side Towers - Zed East",A 3 bedrooms Apartment in Club Side Towers - Zed East  by Ora Developers. The Apartment size is 197 m2 with 3 bathrooms and a terrace of 29 m2.,197,3,3,"38,953,950 
              EGP"
Sidi Heneish,"Chalet, Crystalline - Silversands",A 4 bedrooms Chalet in Crystalline - Silversands  by Ora Developers. The Chalet size is 204 m2 with 3 bathrooms with a garden of 127 m2.,204,3,3,"42,205,000 
              EGP"
6th settlement,"Loft, Club residence",A 3 bedrooms Loft in Club residence by Ora Developers. The Loft size is 300 m2 with 4 bathrooms and a terrace of 57 m2.,300,4,4,"45,305,400 
              EGP"
Golden Square,"Duplex, V Residences By Villette",A 3 bedrooms Duplex in V Residences By Villette by SODIC. The Duplex size is 290 m2 with 3 bathrooms.,290,3,3,"57,137,000 
              EGP"
New Cairo,"Villa, Club Park- ICity New Cairo",A 3 bedrooms Villa in Club Park- ICity New Cairo by Mountain View. The Villa size is 565 m2 with 3 bathrooms and a roof of 148 m2.,565,3,3,"94,527,055 
              EGP"
October Gardens,"Loft, Midyard",A 3 bedrooms Loft in Midyard by Orascom Development Egypt. The Loft size is 226 m2 with 4 bathrooms.,226,4,4,"25,158,000 
              EGP"
October Gardens,"Townhouse, Green Valley",A 3 bedrooms Townhouse in Green Valley by Orascom Development Egypt. The Townhouse size is 211 m2 with 3 bathrooms with a garden of 107 m2.,211,3,3,"26,857,000 
              EGP"
Northern Expansion,"Apartment, Club Park - ICity October",A 4 bedrooms Apartment in Club Park - ICity October by Mountain View. The Apartment size is 210 m2 with 3 bathrooms.,210,3,3,"12,775,504 
              EGP"
October Gardens,"Apartment, District 2 - Moon Heights",A 3 bedrooms Apartment in District 2 - Moon Heights by Palm Hills Developments. The Apartment size is 154 m2 with 3 bathrooms with a garden of 56 m2.,154,3,3,"14,621,202 
              EGP"
October Gardens,"Apartment, District 6 - Laria",A 3 bedrooms Apartment in District 6 - Laria by Palm Hills Developments. The Apartment size is 167 m2 with 3 bathrooms.,167,3,3,"14,654,564 
              EGP"
New Heliopolis,"Apartment, Oak Residence",A 3 bedrooms Apartment in Oak Residence by SODIC. The Apartment size is 153 m2 with 3 bathrooms.,153,3,3,"15,321,000 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 2 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 131 m2 with 3 bathrooms with a garden of 59 m2.,131,3,3,"18,379,000 
              EGP"
6th of October City,"Duplex, Lagoon Beach Park Mountain View I-City October",A 3 bedrooms Duplex in Lagoon Beach Park Mountain View I-City October by Mountain View. The Duplex size is 210 m2 with 3 bathrooms with a garden of 113 m2.,210,3,3,"22,061,546 
              EGP"
New Cairo,"Duplex, Club Park- ICity New Cairo",A 3 bedrooms Duplex in Club Park- ICity New Cairo by Mountain View. The Duplex size is 280 m2 with 3 bathrooms and a roof of 71 m2.,280,3,3,"25,255,646 
              EGP"
New Cairo,"Apartment, Sapphire Residence",A 4 bedrooms Apartment in Sapphire Residence by Qatari Diar. The Apartment size is 351 m2 with 4 bathrooms.,351,4,4,"27,090,000 
              EGP"
Ras El Hekma,"Loft, Aquamarine-June",A 3 bedrooms Loft in Aquamarine-June by SODIC. The Loft size is 150 m2 with 3 bathrooms with a garden of 53 m2.,150,3,3,"32,169,000 
              EGP"
New Cairo,"Apartment, Club Side Towers - Zed East",A 3 bedrooms Apartment in Club Side Towers - Zed East  by Ora Developers. The Apartment size is 211 m2 with 3 bathrooms and a terrace of 33 m2.,211,3,3,"41,796,300 
              EGP"
El Sheikh Zayed,"Loft, The Village Views",A 4 bedrooms Loft in The Village Views by Ora Developers. The Loft size is 405 m2 with 5 bathrooms and a terrace of 104 m2.,405,5,5,"45,693,000 
              EGP"
October Gardens,"Villa, Parkside - Owest",A 4 bedrooms Villa in Parkside - Owest  by Orascom Development Egypt. The Villa size is 227 m2 with 4 bathrooms with a garden of 431 m2.,227,4,4,"47,607,000 
              EGP"
Golden Square,"Duplex, V Residences By Villette",A 3 bedrooms Duplex in V Residences By Villette by SODIC. The Duplex size is 291 m2 with 3 bathrooms with a garden of 67 m2.,291,3,3,"60,646,000 
              EGP"
Sidi Heneish,"One-story Villa, Crystalline - Silversands",A 5 bedrooms One-story Villa in Crystalline - Silversands  by Ora Developers. The One-story Villa size is 380 m2 with 6 bathrooms and a terrace of 73 m2.,380,6,6,"161,085,000 
              EGP"
October Gardens,"Loft, Midyard",A 3 bedrooms Loft in Midyard by Orascom Development Egypt. The Loft size is 214 m2 with 4 bathrooms with a garden of 92 m2.,214,4,4,"26,102,000 
              EGP"
October Gardens,"Townhouse, Green Valley",A 3 bedrooms Townhouse in Green Valley by Orascom Development Egypt. The Townhouse size is 206 m2 with 3 bathrooms with a garden of 216 m2.,206,3,3,"30,295,000 
              EGP"
Northern Expansion,"Apartment, Club Park - ICity October",A 4 bedrooms Apartment in Club Park - ICity October by Mountain View. The Apartment size is 210 m2 with 3 bathrooms.,210,3,3,"13,030,759 
              EGP"
October Gardens,"Apartment, District 2 - Moon Heights",A 3 bedrooms Apartment in District 2 - Moon Heights by Palm Hills Developments. The Apartment size is 160 m2 with 4 bathrooms with a garden of 60 m2.,160,4,4,"15,055,500 
              EGP"
New Heliopolis,"Apartment, Oak Residence",A 3 bedrooms Apartment in Oak Residence by SODIC. The Apartment size is 177 m2 with 3 bathrooms.,177,3,3,"15,356,000 
              EGP"
New Cairo,"Penthouse, Club Park- ICity New Cairo",A 3 bedrooms Penthouse in Club Park- ICity New Cairo by Mountain View. The Penthouse size is 205 m2 with 3 bathrooms and a roof of 40 m2.,205,3,3,"16,690,175 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 3 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 154 m2 with 3 bathrooms.,154,3,3,"18,851,000 
              EGP"
October Gardens,"Townhouse, Parkside - Owest",A 3 bedrooms Townhouse in Parkside - Owest  by Orascom Development Egypt. The Townhouse size is 164 m2 with 3 bathrooms with a garden of 83 m2.,164,3,3,"20,404,000 
              EGP"
6th of October City,"Duplex, Lagoon Beach Park Mountain View I-City October",A 3 bedrooms Duplex in Lagoon Beach Park Mountain View I-City October by Mountain View. The Duplex size is 250 m2 with 3 bathrooms with a garden of 227 m2.,250,3,3,"25,372,082 
              EGP"
Golden Square,"Penthouse, V Residences By Villette",A 1 bedroom Penthouse in V Residences By Villette by SODIC. The Penthouse size is 160 m2 with 3 bathrooms and a roof of 110 m2.,160,3,3,"31,575,000 
              EGP"
Ras El Hekma,"Loft, Aquamarine-June",A 4 bedrooms Loft in Aquamarine-June by SODIC. The Loft size is 175 m2 with 4 bathrooms with a garden of 56 m2.,175,4,4,"39,862,000 
              EGP"
October Gardens,"Duplex, Green Valley",A 3 bedrooms Duplex in Green Valley by Orascom Development Egypt. The Duplex size is 235 m2 with 4 bathrooms with a garden of 59 m2.,235,4,4,"23,938,000 
              EGP"
October Gardens,"Loft, Midyard",A 3 bedrooms Loft in Midyard by Orascom Development Egypt. The Loft size is 227 m2 with 3 bathrooms with a garden of 79 m2.,227,3,3,"27,836,000 
              EGP"
