Location,Name,Description,Area,Beds,Baths,Price
Mostakbal City,"Villa, At East",A 3 bedrooms Villa in At East  by Al Ahly Sabbour Developments. The Villa size is 190 m2 with 4 bathrooms with a garden of 190 m2.,190,4,4,"29,530,000 
              EGP"
El Gouna,"Apartment, Swanlake El Gouna",A 3 bedrooms Apartment in Swanlake El Gouna by Hassan Allam Properties. The Apartment size is 138 m2 with 3 bathrooms.,138,3,3,"29,537,271 
              EGP"
New Cairo,"Serviced Apartment, Lake Residence  Fifth Square",A 2 bedrooms Serviced Apartment in Lake Residence  Fifth Square by Al Marasem Development. The Serviced Apartment size is 130 m2 with 3 bathrooms.,130,3,3,"29,543,000 
              EGP"
Northern Expansion,"Villa, Fifty 7",A 4 bedrooms Villa in Fifty 7 by Inertia Egypt. The Villa size is 259 m2 with 5 bathrooms.,259,5,5,"30,294,000 
              EGP"
New Cairo,"Office, Swan Lake Residences Office Park",A  Office in Swan Lake Residences Office Park by Hassan Allam Properties. The Office size is 134 m2.,134,,,"30,362,860 
              EGP"
Sidi Heneish,"Duplex, Shores-Beit Al Bahr",A 4 bedrooms Duplex in Shores-Beit Al Bahr by Beit Al Bahr. The Duplex size is 332 m2 with 5 bathrooms and a roof of 47 m2.,332,5,5,"31,924,520 
              EGP"
New Zayed,"Villa, Dejoya Villas",A 4 bedrooms Villa in Dejoya Villas by Taj Misr Developments. The Villa size is 302 m2 with 5 bathrooms with a garden of 220 m2.,302,5,5,"32,000,000 
              EGP"
6th of October City,"Villa, PX-Phase Two",A 4 bedrooms Villa in PX-Phase Two by Palm Hills Developments. The Villa size is 278 m2 with 5 bathrooms and a roof of 74 m2.,278,5,5,"32,217,000 
              EGP"
Mostakbal City,"Villa, Scenes",A 4 bedrooms Villa in Scenes  by Tatweer Misr. The Villa size is 210 m2 with 4 bathrooms with a garden of 150 m2.,210,4,4,"32,325,000 
              EGP"
Ras El Hekma,"Villa, R3-Oasis",A 3 bedrooms Villa in R3-Oasis by Marakez. The Villa size is 174 m2 with 4 bathrooms with a garden of 309 m2.,174,4,4,"33,399,000 
              EGP"
El Sheikh Zayed,"Villa, Jirian-Phase 2",A 3 bedrooms Villa in Jirian-Phase 2 by Palm Hills Developments. The Villa size is 196 m2 with 4 bathrooms.,196,4,4,"33,442,000 
              EGP"
Ras El Hekma,"Villa, Waterfall Village",A 3 bedrooms Villa in Waterfall Village by People & Places. The Villa size is 236 m2 with 4 bathrooms.,236,4,4,"33,981,000 
              EGP"
Sidi Abdel Rahman,"Villa, Shamasi",A 4 bedrooms Villa in Shamasi  by SERAC Developments. The Villa size is 245 m2 with 5 bathrooms with a garden of 130 m2.,245,5,5,"34,542,845 
              EGP"
El Sheikh Zayed,"Office, 205 DownTown",A  Office in 205 DownTown  by Arkan Palm Development. The Office size is 162 m2 and a terrace of 34 m2.,162,,,"34,731,190 
              EGP"
Sidi Heneish,"Penthouse, Crystal Bay - Hacienda Heneish",A 4 bedrooms Penthouse in Crystal Bay - Hacienda Heneish  by Palm Hills Developments. The Penthouse size is 251 m2 with 5 bathrooms and a roof of 80 m2.,251,5,5,"34,823,000 
              EGP"
Ras El Hekma,"Townhouse, Town Island",A 3 bedrooms Townhouse in Town Island by Hyde Park. The Townhouse size is 182 m2 with 4 bathrooms.,182,4,4,"35,160,000 
              EGP"
New Cairo,"Villa, Solay",A 4 bedrooms Villa in Solay by Living Yards Developments. The Villa size is 308 m2 with 4 bathrooms.,308,4,4,"35,978,000 
              EGP"
Ras El Hekma,"Villa, Crystal Terraces",A 4 bedrooms Villa in Crystal Terraces by Starlight Developments. The Villa size is 215 m2 with 5 bathrooms and a terrace of 90 m2.,215,5,5,"36,000,000 
              EGP"
6th settlement,"Villa, Crescent Walk East",A 4 bedrooms Villa in Crescent Walk East by Marakez. The Villa size is 240 m2 with 4 bathrooms with a garden of 134 m2.,240,4,4,"36,336,000 
              EGP"
New Cairo,"Villa, The Marq Gardens",A 3 bedrooms Villa in The Marq Gardens by The Marq Communities. The Villa size is 265 m2 with 3 bathrooms.,265,3,3,"36,530,000 
              EGP"
6th of October City,"Villa, Lake side",A 3 bedrooms Villa in Lake side by Hyde Park. The Villa size is 242 m2 with 4 bathrooms.,242,4,4,"37,330,000 
              EGP"
Northern Expansion,"Villa, El Patio Vera",A 5 bedrooms Villa in El Patio Vera by La Vista Developments. The Villa size is 324 m2 with 5 bathrooms and a roof of 89 m2.,324,5,5,"37,750,000 
              EGP"
North Investors,"Duplex, N Residence",A 5 bedrooms Duplex in N Residence  by TBK Developments. The Duplex size is 343 m2 with 4 bathrooms with a garden of 50 m2.,343,4,4,"37,851,000 
              EGP"
El Sheikh Zayed,"Office, The Polygon",A  Office in The Polygon  by SODIC. The Office size is 140 m2.,140,,,"38,110,000 
              EGP"
Ain Sokhna,"Villa, Boho El Sokhna",A 4 bedrooms Villa in Boho El Sokhna by Atric Developments. The Villa size is 322 m2 with 4 bathrooms.,322,4,4,"39,342,500 
              EGP"
El Shorouk,"Villa, El Patio Prime",A 3 bedrooms Villa in El Patio Prime by La Vista Developments. The Villa size is 292 m2 with 4 bathrooms.,292,4,4,"39,780,000 
              EGP"
Sidi Heneish,"One-story Villa, Hills-Beit Al Bahr",A 3 bedrooms One-story Villa in Hills-Beit Al Bahr by Beit Al Bahr. The One-story Villa size is 180 m2 with 4 bathrooms.,180,4,4,"39,900,000 
              EGP"
Ain Sokhna,"Villa, Lacerta",A 4 bedrooms Villa in Lacerta by Madaar Development. The Villa size is 312 m2 with 5 bathrooms.,312,5,5,"40,293,720 
              EGP"
Sidi Heneish,"Villa, Roots-Beit Al Bahr",A 4 bedrooms Villa in Roots-Beit Al Bahr by Beit Al Bahr. The Villa size is 225 m2 with 5 bathrooms.,225,5,5,"41,800,000 
              EGP"
New Cairo,"Villa, Azzar Legacy",A 7 bedrooms Villa in Azzar Legacy by Reedy Group. The Villa size is 427 m2 with 6 bathrooms with a garden of 229 m2.,427,6,6,"41,900,000 
              EGP"
Ras El Hekma,"Villa, R5-Acacia",A 3 bedrooms Villa in R5-Acacia by Marakez. The Villa size is 167 m2 with 3 bathrooms and a roof of 67 m2.,167,3,3,"42,529,000 
              EGP"
Ras El Hekma,"Villa, Koun",A 4 bedrooms Villa in Koun by Mabany Edris. The Villa size is 224 m2 with 4 bathrooms with a garden of 250 m2.,224,4,4,"42,800,000 
              EGP"
El Sheikh Zayed,"Duplex, Hyatt Centric",A 3 bedrooms Duplex in Hyatt Centric by ADD Properties. The Duplex size is 272 m2 with 3 bathrooms with a garden of 63 m2.,272,3,3,"42,990,000 
              EGP"
Ras El Hekma,"Villa, Saada North Coast",A 3 bedrooms Villa in Saada North Coast by Horizon Egypt Development. The Villa size is 305 m2 with 3 bathrooms and a roof of 61 m2.,305,3,3,"43,624,620 
              EGP"
Ras El Hekma,"Villa, The Mediterranean Villas",A 4 bedrooms Villa in The Mediterranean Villas  by People & Places. The Villa size is 296 m2 with 5 bathrooms.,296,5,5,"43,853,000 
              EGP"
Ghazala Bay,"Villa, Zoya  Ghazala Bay",A 4 bedrooms Villa in Zoya  Ghazala Bay by LMD. The Villa size is 300 m2 with 4 bathrooms.,300,4,4,"44,500,000 
              EGP"
El Choueifat,"Serviced Apartment, WBR1",A 2 bedrooms Serviced Apartment in WBR1   by The Waterway Developments. The Serviced Apartment size is 175 m2 with 2 bathrooms.,175,2,2,"45,238,000 
              EGP"
Ras El Hekma,"Villa, Caesar",A 3 bedrooms Villa in Caesar by SODIC. The Villa size is 221 m2 with 3 bathrooms with a garden of 205 m2.,221,3,3,"46,048,000 
              EGP"
Northern Expansion,"Apartment, Allegria Residence",A 3 bedrooms Apartment in Allegria Residence  by SODIC. The Apartment size is 200 m2 with 3 bathrooms with a garden of 34 m2.,200,3,3,"46,069,000 
              EGP"
El Sheikh Zayed,"Branded Apartment, 205 Towers",A 2 bedrooms Branded Apartment in 205 Towers by Arkan Palm Development. The Branded Apartment size is 187 m2 with 3 bathrooms.,187,3,3,"46,189,460 
              EGP"
Sidi Abdel Rahman,"Villa, Telal Soul",A 5 bedrooms Villa in Telal Soul by Roya Developments. The Villa size is 315 m2 with 6 bathrooms with a garden of 156 m2.,315,6,6,"47,000,000 
              EGP"
Al Dabaa,"Villa, Seazen",A 5 bedrooms Villa in Seazen by Al Qamzi Developments. The Villa size is 235 m2 with 6 bathrooms with a garden of 360 m2.,235,6,6,"47,084,000 
              EGP"
Sidi Heneish,"Villa, Marsa Baghush",A 4 bedrooms Villa in Marsa Baghush by Shehab Mazhar. The Villa size is 265 m2 with 4 bathrooms.,265,4,4,"47,277,000 
              EGP"
6th of October City,"Villa, Tawny",A 4 bedrooms Villa in Tawny  by Hyde Park. The Villa size is 288 m2 with 4 bathrooms with a garden of 265 m2.,288,4,4,"47,940,000 
              EGP"
Ras El Hekma,"Twinhouse, Direction white Phase one",A 4 bedrooms Twinhouse in Direction white Phase one by Arabella. The Twinhouse size is 258 m2 with 5 bathrooms.,258,5,5,"49,000,000 
              EGP"
New Capital City,"Retail, Midtown Solo Mall",A  Retail in Midtown Solo Mall by Better Home. The Retail size is 265 m2 and a terrace of 75 m2.,265,,,"51,912,900 
              EGP"
New Cairo,"Villa, Stei8ht",A 4 bedrooms Villa in Stei8ht by LMD. The Villa size is 390 m2 with 5 bathrooms with a garden of 344 m2.,390,5,5,"52,490,000 
              EGP"
Ras El Hekma,"Villa, Ogami Ras El Hekma",A 4 bedrooms Villa in Ogami Ras El Hekma by SODIC. The Villa size is 253 m2 with 4 bathrooms.,253,4,4,"52,845,000 
              EGP"
New Cairo,"Apartment, New Cairo",A 4 bedrooms Apartment in Amaia by Hassan Allam Properties. The Apartment size is 282 m2 with 4 bathrooms with a garden of 122 m2.,282,4,4,"53,446,060 
              EGP"
New Zayed,"Villa, Vaha",A 6 bedrooms Villa in Vaha by AlKarma Developments. The Villa size is 334 m2 with 6 bathrooms.,334,6,6,"54,135,000 
              EGP"
Mostakbal City,"Villa, Central Park - Aliva",A 4 bedrooms Villa in Central Park - Aliva by Mountain View. The Villa size is 350 m2 with 5 bathrooms and a roof of 30 m2.,350,5,5,"55,864,846 
              EGP"
Sidi Heneish,"Villa, Summer",A 4 bedrooms Villa in Summer  by Al Ahly Sabbour Developments. The Villa size is 210 m2 with 3 bathrooms with a garden of 250 m2.,210,3,3,"57,483,000 
              EGP"
Ras El Hekma,"Villa, Lagoona - La Vista Ras El Hekma",A 4 bedrooms Villa in Lagoona - La Vista Ras El Hekma  by La Vista Developments. The Villa size is 340 m2 with 5 bathrooms with a garden of 100 m2.,340,5,5,"57,600,000 
              EGP"
Al Dabaa,"Villa, D-Bay",A 5 bedrooms Villa in D-Bay  by Tatweer Misr. The Villa size is 280 m2 with 6 bathrooms with a garden of 193 m2.,280,6,6,"57,756,000 
              EGP"
Ras El Hekma,"Villa, R4-The Grove",A 4 bedrooms Villa in R4-The Grove by Marakez. The Villa size is 258 m2 with 5 bathrooms and a roof of 29 m2.,258,5,5,"59,043,000 
              EGP"
Ras El Hekma,"Villa, Luma - The Med",A 3 bedrooms Villa in Luma - The Med by People & Places. The Villa size is 372 m2 with 3 bathrooms.,372,3,3,"60,085,000 
              EGP"
Mostakbal City,"Twinhouse, Sheraton Residence",A 4 bedrooms Twinhouse in Sheraton Residence by Margins Development. The Twinhouse size is 440 m2 with 4 bathrooms with a garden of 162 m2.,440,4,4,"63,955,099 
              EGP"
Al Dabaa,"Twinhouse, La Vista Bay East",A 4 bedrooms Twinhouse in La Vista Bay East by La Vista Developments. The Twinhouse size is 220 m2 with 3 bathrooms with a garden of 80 m2.,220,3,3,"66,000,000 
              EGP"
Al Dabaa,"Villa, Hacienda Blue",A 5 bedrooms Villa in Hacienda Blue by Palm Hills Developments. The Villa size is 324 m2 with 6 bathrooms and a roof of 78 m2.,324,6,6,"67,012,000 
              EGP"
New Zayed,"Villa, The Estates",A 4 bedrooms Villa in The Estates  by SODIC. The Villa size is 353 m2 with 4 bathrooms and a roof of 74 m2.,353,4,4,"69,921,000 
              EGP"
Sidi Heneish,"Cabin, Mazeej",A 3 bedrooms Cabin in Mazeej by Palm Hills Developments. The Cabin size is 132 m2 with 4 bathrooms.,132,4,4,"71,452,000 
              EGP"
South Investors,"Villa, El Patio Town",A 4 bedrooms Villa in El Patio Town  by La Vista Developments. The Villa size is 341 m2 with 4 bathrooms.,341,4,4,"72,000,000 
              EGP"
Ras El Hekma,"Villa, Naia Bay",A 5 bedrooms Villa in Naia Bay by Naia Developments. The Villa size is 520 m2 with 7 bathrooms with a garden of 400 m2.,520,7,7,"72,000,000 
              EGP"
New Cairo,"Villa, Grand Park",A 4 bedrooms Villa in Grand Park by Hyde Park. The Villa size is 327 m2 with 5 bathrooms.,327,5,5,"80,100,000 
              EGP"
Ras El Hekma,"Villa, See The Sea",A 5 bedrooms Villa in See The Sea by Starlight Developments. The Villa size is 315 m2 with 6 bathrooms.,315,6,6,"80,850,000 
              EGP"
Ras El Hekma,"Villa, R1-Dunes",A 4 bedrooms Villa in R1-Dunes by Marakez. The Villa size is 276 m2 with 6 bathrooms and a terrace of 64 m2.,276,6,6,"83,055,000 
              EGP"
New Cairo,"Villa, The WaterMarq",A 5 bedrooms Villa in The WaterMarq by The Marq Communities. The Villa size is 405 m2 with 6 bathrooms with a garden of 244 m2.,405,6,6,"84,100,000 
              EGP"
Al Dabaa,"Villa, The Waterway North Coast",A 5 bedrooms Villa in The Waterway North Coast by The Waterway Developments. The Villa size is 490 m2 with 7 bathrooms with a garden of 309 m2.,490,7,7,"87,124,000 
              EGP"
Ras El Hekma,"Villa, El Masyaf",A 5 bedrooms Villa in El Masyaf  by M Squared. The Villa size is 320 m2 with 5 bathrooms.,320,5,5,"92,656,301 
              EGP"
New Cairo,"Villa, Selina  SwanLake Residences",A 4 bedrooms Villa in Selina  SwanLake Residences by Hassan Allam Properties. The Villa size is 388 m2 with 3 bathrooms.,388,3,3,"99,650,000 
              EGP"
Ras El Hekma,"Villa, LVLS Mountain View",A 5 bedrooms Villa in LVLS Mountain View by Mountain View. The Villa size is 320 m2 with 5 bathrooms and a roof of 70 m2.,320,5,5,"114,528,796 
              EGP"
New Cairo,"Apartment, White Residence",A 1 bedroom Apartment in White Residence by Upwyde Developments. The Apartment size is 53 m2 with 1 bathroom.,53,1,1,"5,348,000 
              EGP"
Mostakbal City,"Apartment, La Mirada",A 2 bedrooms Apartment in La Mirada  by Grand Plaza For Real estate and Touristic Development. The Apartment size is 110 m2 with 2 bathrooms.,110,2,2,"6,158,635 
              EGP"
Mostakbal City,"Apartment, Monark Residence",A 2 bedrooms Apartment in Monark Residence by Royal Development. The Apartment size is 125 m2 with 2 bathrooms.,125,2,2,"6,900,000 
              EGP"
New Cairo,"Office, Blue Walk",A  Office in Blue Walk by Sky AD Developments. The Office size is 45 m2 and a terrace of 30 m2.,45,,,"7,547,000 
              EGP"
New Cairo,"Apartment, Bluetree",A 1 bedroom Apartment in Bluetree by Sky AD Developments. The Apartment size is 85 m2 with 2 bathrooms with a garden of 41 m2.,85,2,2,"7,734,000 
              EGP"
New Cairo,"Apartment, Oak Residences",A 1 bedroom Apartment in Oak Residences by Roya Developments. The Apartment size is 100 m2 with 2 bathrooms.,100,2,2,"7,996,800 
              EGP"
New Cairo,"Apartment, Garnet",A 1 bedroom Apartment in Garnet  by Jadeer Realestate. The Apartment size is 93 m2 with 2 bathrooms.,93,2,2,"8,061,798 
              EGP"
New Cairo,"Apartment, Selection",A 2 bedrooms Apartment in Selection by Roya Developments. The Apartment size is 121 m2 with 2 bathrooms.,121,2,2,"8,706,210 
              EGP"
Al Dabaa,"Chalet, Lasirena North Coast",A 2 bedrooms Chalet in Lasirena North Coast  by Lasirena Group. The Chalet size is 110 m2 with 2 bathrooms.,110,2,2,"9,000,000 
              EGP"
El Lotus,"Apartment, Cattleya",A 2 bedrooms Apartment in Cattleya  by Arabco Developments. The Apartment size is 118 m2 with 2 bathrooms.,118,2,2,"9,172,450 
              EGP"
North Investors,"Apartment, Avelin",A 2 bedrooms Apartment in Avelin by Times Developments. The Apartment size is 136 m2 with 2 bathrooms.,136,2,2,"9,300,000 
              EGP"
6th settlement,"Apartment, Ever New Cairo",A 2 bedrooms Apartment in Ever New Cairo  by Cred Developments. The Apartment size is 130 m2 with 2 bathrooms.,130,2,2,"10,364,868 
              EGP"
El Shorouk,"Apartment, Al Burouj",A 2 bedrooms Apartment in Al Burouj by Imkan Misr. The Apartment size is 140 m2 with 2 bathrooms.,140,2,2,"10,500,000 
              EGP"
Ras El Hekma,"Chalet, Ogma",A 1 bedroom Chalet in Ogma by Madaar Development. The Chalet size is 98 m2 with 2 bathrooms and a roof of 27 m2.,98,2,2,"14,009,000 
              EGP"
El Sheikh Zayed,"Villa, Lake West 4",A 3 bedrooms Villa in Lake West 4 by Cairo Capital Developments. The Villa size is 248 m2 with 4 bathrooms with a garden of 234 m2.,248,4,4,"21,454,345 
              EGP"
Ras El Hekma,"Chalet, Naos",A 2 bedrooms Chalet in Naos by Madaar Development. The Chalet size is 136 m2 with 3 bathrooms with a garden of 75 m2.,136,3,3,"26,212,000 
              EGP"
Ras El Hekma,"Villa, Lunas",A 5 bedrooms Villa in Lunas by Madaar Development. The Villa size is 265 m2 with 6 bathrooms with a garden of 179 m2.,265,6,6,"47,145,000 
              EGP"
Ras El Hekma,"Villa, Velais",A 4 bedrooms Villa in Velais by Madaar Development. The Villa size is 221 m2 with 4 bathrooms with a garden of 252 m2.,221,4,4,"51,069,000 
              EGP"
New Cairo,"Apartment, Esse Residence",A 1 bedroom Apartment in Esse Residence  by Madinet Masr . The Apartment size is 65 m2 with 1 bathroom with a garden of 31 m2.,65,1,1,"4,870,829 
              EGP"
New Cairo,"Apartment, Sheya residence",A 3 bedrooms Apartment in Sheya residence  by Madinet Masr . The Apartment size is 155 m2 with 2 bathrooms.,155,2,2,"10,005,655 
              EGP"
6th of October City,"Apartment, PX-Phase One",A 1 bedroom Apartment in PX-Phase One by Palm Hills Developments. The Apartment size is 77 m2 with 1 bathroom.,77,1,1,"12,676,000 
              EGP"
El Sheikh Zayed,"Apartment, Belva",A 1 bedroom Apartment in Belva by Karnak Real Estate Developments. The Apartment size is 86 m2 with 1 bathroom with a garden of 59 m2.,86,1,1,"4,924,192 
              EGP"
New Capital City,"Office, Catalan Mall",A  Office in Catalan Mall by Gates Development. The Office size is 61 m2.,61,,,"3,971,840 
              EGP"
6th of October City,"Apartment, Diar II",A 2 bedrooms Apartment in Diar II by Tameer. The Apartment size is 151 m2 with 2 bathrooms with a garden of 77 m2.,151,2,2,"8,999,595 
              EGP"
New Zayed,"Apartment, Rivers",A 2 bedrooms Apartment in Rivers by Tatweer Misr. The Apartment size is 120 m2 with 3 bathrooms with a garden of 73 m2.,120,3,3,"9,964,000 
              EGP"
Ras El Hekma,"Townhouse, Quayside",A 3 bedrooms Townhouse in Quayside by Inertia Egypt. The Townhouse size is 164 m2 with 3 bathrooms and a roof of 67 m2.,164,3,3,"17,002,000 
              EGP"
El Gouna,"Chalet, Kamaran",A 1 bedroom Chalet in Kamaran by Orascom Development Egypt. The Chalet size is 64 m2 with 2 bathrooms.,64,2,2,"291,000 
              USD"
El Gouna,"Apartment, Shedwan",A 1 bedroom Apartment in Shedwan by Orascom Development Egypt. The Apartment size is 78 m2 with 2 bathrooms.,78,2,2,"359,310 
              USD"
El Gouna,"Apartment, Tuban El Gouna",A 2 bedrooms Apartment in Tuban El Gouna by Orascom Development Egypt. The Apartment size is 119 m2 with 3 bathrooms.,119,3,3,"529,000 
              USD"
Somabay,"Twinhouse, Wadi Soma",A 3 bedrooms Twinhouse in Wadi Soma by Somabay. The Twinhouse size is 188 m2 with 3 bathrooms.,188,3,3,"1,140,000 
              USD"
Somabay,"One-story Villa, Nautilus",A 3 bedrooms One-story Villa in Nautilus by Somabay. The One-story Villa size is 271 m2 with 4 bathrooms.,271,4,4,"1,550,000 
              USD"
El Gouna,"Apartment, Fanadir Shores",A 2 bedrooms Apartment in Fanadir Shores by Orascom Development Egypt. The Apartment size is 210 m2 with 3 bathrooms.,210,3,3,"1,705,000 
              USD"
New Capital City,"Clinic, Madar Mall",A  Clinic in Madar Mall by Tamayoz Developments. The Clinic size is 20 m2.,20,,,"1,742,500 
              EGP"
October Gardens,"Office, Centrada One",A  Office in Centrada One by Centrada Developments. The Office size is 36 m2.,36,,,"1,800,000 
              EGP"
El Gouna,"Villa, North Bay - El Gouna",A 3 bedrooms Villa in North Bay - El Gouna by Orascom Development Egypt. The Villa size is 244 m2 with 4 bathrooms and a roof of 34 m2.,244,4,4,"1,867,600 
              USD"
New Capital City,"Office, De joya 1 strip mall",A  Office in De joya 1 strip mall  by Taj Misr Developments. The Office size is 38 m2.,38,,,"2,285,000 
              EGP"
Ras Sudr,"Chalet, Lasirena Bay",A 2 bedrooms Chalet in Lasirena Bay by Lasirena Group. The Chalet size is 85 m2 with 1 bathroom and a roof of 85 m2.,85,1,1,"2,940,000 
              EGP"
North Coast-Sahel,"Chalet, Bungalows",A 1 bedroom Chalet in Bungalows  by Arabia Holding. The Chalet size is 29 m2 with 1 bathroom and a roof of 76 m2.,29,1,1,"3,073,075 
              EGP"
New Heliopolis,"Apartment, Talala",A 1 bedroom Apartment in Talala  by Madinet Masr . The Apartment size is 47 m2 with 1 bathroom.,47,1,1,"3,275,047 
              EGP"
New Capital City,"Apartment, Parklane",A 1 bedroom Apartment in Parklane by El Attal Holding. The Apartment size is 60 m2 with 1 bathroom and a terrace of 8 m2.,60,1,1,"3,706,000 
              EGP"
New Capital City,"Apartment, Midtown Sky",A 2 bedrooms Apartment in Midtown Sky by Better Home. The Apartment size is 140 m2 with 2 bathrooms.,140,2,2,"3,725,795 
              EGP"
6th of October City,"Apartment, Vida Residence",A 3 bedrooms Apartment in Vida Residence by Kayan Real Estate. The Apartment size is 113 m2 with 2 bathrooms with a garden of 83 m2.,113,2,2,"3,733,750 
              EGP"
New Cairo,"Studio, Kasakuon - Eastville",A  Studio in Kasakuon - Eastville  by Ajna Developments. The Studio size is 51 m2 with 1 bathroom.,51,1,1,"3,978,000 
              EGP"
6th of October City,"Office, West El Balad",A  Office in West El Balad by Centrada Developments. The Office size is 85 m2.,85,,,"4,016,250 
              EGP"
New Capital City,"Clinic, Apex Business Complex",A  Clinic in Apex Business Complex by LUD -Lozan Urban Development. The Clinic size is 34 m2.,34,,,"4,016,280 
              EGP"
6th of October City,"Office, Kite Complex",A  Office in Kite Complex by Centrada Developments. The Office size is 55 m2.,55,,,"4,160,000 
              EGP"
New Capital City,"Clinic, Rivan Square",A  Clinic in Rivan Square by Altameer Arabian Developments CO.. The Clinic size is 49 m2.,52,,,"4,179,236 
              EGP"
Al Alamein,"Apartment, Il Latini SED",A 2 bedrooms Apartment in Il Latini SED by Saudi Egyptian Developers (SED). The Apartment size is 177 m2 with 2 bathrooms.,177,2,2,"4,246,000 
              EGP"
Mostakbal City,"Office, Pulse Green Square",A  Office in Pulse Green Square by Melee Development. The Office size is 47 m2.,47,,,"4,253,000 
              EGP"
Ain Sokhna,"Chalet, Cape Bay Blumar Lasirena",A 2 bedrooms Chalet in Cape Bay Blumar Lasirena by Lasirena Group. The Chalet size is 75 m2 with 1 bathroom.,75,1,1,"4,435,000 
              EGP"
Northern Expansion,"Apartment, Kayan",A 1 bedroom Apartment in Kayan by Arkan Palm Development. The Apartment size is 60 m2 with 1 bathroom with a garden of 30 m2.,60,1,1,"4,441,971 
              EGP"
October Gardens,"Apartment, Kite",A 1 bedroom Apartment in Kite by Centrada Developments. The Apartment size is 80 m2 with 1 bathroom.,80,1,1,"4,498,200 
              EGP"
Al Alamein,"Apartment, Il Latini City Edge",A 3 bedrooms Apartment in Il Latini City Edge by City Edge Developments. The Apartment size is 187 m2 with 3 bathrooms.,187,3,3,"4,500,000 
              EGP"
New Capital City,"Office, Striple Walk",A  Office in Striple Walk by Town Writers. The Office size is 31 m2.,38,,,"4,546,781 
              EGP"
New Capital City,"Office, Midtown Sky Mall",A  Office in Midtown Sky Mall by Better Home. The Office size is 70 m2.,70,,,"4,556,998 
              EGP"
New Capital City,"Office, Code",A  Office in Code by Jadeer Realestate. The Office size is 36 m2.,36,,,"4,600,000 
              EGP"
New Capital City,"Office, Entrada Avenue",A  Office in Entrada Avenue by Sorouh Developments. The Office size is 58 m2.,58,,,"4,610,000 
              EGP"
Sidi Abdel Rahman,"Chalet, Q North",A 1 bedroom Chalet in Q North  by Q Developments. The Chalet size is 55 m2 with 1 bathroom with a garden of 43 m2.,55,1,1,"4,614,550 
              EGP"
New Capital City,"Apartment, De Joya  2",A 2 bedrooms Apartment in De Joya  2 by Taj Misr Developments. The Apartment size is 111 m2 with 1 bathroom.,111,1,1,"4,629,000 
              EGP"
New Capital City,"Clinic, De Joya  3 strip mall",A  Clinic in De Joya  3 strip mall  by Taj Misr Developments. The Clinic size is 39 m2.,39,,,"4,685,000 
              EGP"
New Capital City,"Apartment, Midtown condo",A 2 bedrooms Apartment in Midtown condo by Better Home. The Apartment size is 130 m2 with 1 bathroom with a garden of 115 m2.,130,1,1,"4,690,758 
              EGP"
New Cairo,"Apartment, La Colina East",A 1 bedroom Apartment in La Colina East by Capital Hills Developments (CHD ). The Apartment size is 77 m2 with 1 bathroom with a garden of 22 m2.,77,1,1,"4,692,000 
              EGP"
New Capital City,"Apartment, Bleu Vert",A 1 bedroom Apartment in Bleu Vert  by Saudi Egyptian Developers (SED). The Apartment size is 71 m2 with 1 bathroom.,75,1,1,"4,762,000 
              EGP"
New Capital City,"Apartment, Al Maqsad Park",A 2 bedrooms Apartment in Al Maqsad Park by City Edge Developments. The Apartment size is 158 m2 with 3 bathrooms.,158,3,3,"4,800,000 
              EGP"
North Coast-Sahel,"Apartment, Marina 8 By The Lake",A 2 bedrooms Apartment in Marina 8 By The Lake by Saudi Egyptian Developers (SED). The Apartment size is 106 m2 with 2 bathrooms.,106,2,2,"4,828,000 
              EGP"
New Capital City,"Apartment, De Joya  1",A 2 bedrooms Apartment in De Joya  1 by Taj Misr Developments. The Apartment size is 118 m2 with 1 bathroom.,118,1,1,"4,902,000 
              EGP"
New Capital City,"Clinic, Zaha Park - New Capital",A  Clinic in Zaha Park - New Capital  by Home Town Developments. The Clinic size is 39 m2.,39,,,"4,914,000 
              EGP"
New Capital City,"Clinic, Spinner Tower",A  Clinic in Spinner Tower by Radix Development. The Clinic size is 45 m2.,45,,,"4,919,670 
              EGP"
October Gardens,"Apartment, Ashgar City",A 2 bedrooms Apartment in Ashgar City by IGI Real Estate. The Apartment size is 78 m2 with 1 bathroom.,78,1,1,"4,928,000 
              EGP"
El Sheikh Zayed,"Office, Thru Dal Developments",A  Office in Thru Dal Developments by DAL Developments. The Office size is 38 m2.,38,,,"4,964,716 
              EGP"
New Cairo,"Apartment, Elan",A 1 bedroom Apartment in Elan  by Madinet Masr . The Apartment size is 78 m2 with 2 bathrooms.,78,2,2,"5,025,856 
              EGP"
October Gardens,"Apartment, Beta Residence",A 2 bedrooms Apartment in Beta Residence by BETA Developments. The Apartment size is 117 m2 with 2 bathrooms with a garden of 22 m2.,117,2,2,"5,030,000 
              EGP"
New Capital City,"Apartment, Entrada",A 2 bedrooms Apartment in Entrada by Sorouh Developments. The Apartment size is 109 m2 with 3 bathrooms.,109,3,3,"5,074,000 
              EGP"
New Capital City,"Retail, 5 Business Hub Mall",A  Retail in 5 Business Hub Mall by Tamayoz Developments. The Retail size is 33 m2.,33,,,"5,280,000 
              EGP"
New Cairo,"Apartment, Club Views - Sarai",A 1 bedroom Apartment in Club Views - Sarai by Madinet Masr . The Apartment size is 83 m2 with 1 bathroom.,83,1,1,"5,288,197 
              EGP"
